retail_order_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,postal_code,country,city,state,region,latitude,longitude,retail_sales_people,product_id,product_name,sub_category,category,returned,sales,quantity,discount,profit,cost,unit_cp,unit_sp,days,sla_days,on_time,margin,margin_rate,return_flag,sales_outlier,quantity_outlier,margin_rate_outlier,days_outlier
11,CA-2014-115812,2014-09-06,2014-09-06,Standard Class,BH-11710,Brosina Hoffman,Consumer,90032,United States,Los Angeles,California,West,36.778261,-119.417932,Anna Andreadi,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,Tables,Furniture,Not,1706.184,9.0,0.2,85.3092,1620.8748,180.0972,189.576,0,7.0,1,85.30919999999992,0.049999999999999954,0,1,0,0,0
12,CA-2014-115812,2014-09-06,2014-09-06,Standard Class,BH-11710,Brosina Hoffman,Consumer,90032,United States,Los Angeles,California,West,36.778261,-119.417932,Anna Andreadi,TEC-PH-10002033,Konftel 250 Conference phone - Charcoal black,Phones,Technology,Not,911.424,4.0,0.2,68.3568,843.0672,210.7668,227.856,0,7.0,1,68.35680000000002,0.07500000000000002,0,1,0,0,0
13,CA-2017-114412,2017-04-15,2017-04-20,Standard Class,AA-10480,Andrew Allen,Consumer,28027,United States,Concord,North Carolina,South,35.759573,-79.0193,Cassandra Brandow,OFF-PA-10002365,Xerox 1967,Paper,Office Supplies,Not,15.552,3.0,0.2,5.4432,10.1087999999999,3.36959999999999,5.184,5,7.0,1,5.4432000000001,0.3500000000000065,0,0,0,0,0
14,CA-2016-161389,2016-05-12,2016-10-12,Standard Class,IM-15070,Irene Maddox,Consumer,98103,United States,Seattle,Washington,West,47.751074,-120.740139,Anna Andreadi,OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,Binders,Office Supplies,Not,407.976,3.0,0.2,132.5922,275.3838,91.7946,135.992,153,7.0,0,132.5922,0.32499999999999996,0,0,0,0,1
15,US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Harold Pawlan,Home Office,76106,United States,Fort Worth,Texas,Central,31.968599,-99.901813,Kelly Williams,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Appliances,Office Supplies,Not,68.81,5.0,0.8,-123.858,192.668,38.5336,13.762,4,7.0,1,-123.858,-1.8,0,0,0,1,0
16,US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Harold Pawlan,Home Office,76106,United States,Fort Worth,Texas,Central,31.968599,-99.901813,Kelly Williams,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,Binders,Office Supplies,Not,2.544,3.0,0.8,-3.816,6.35999999999999,2.11999999999999,0.848,4,7.0,1,-3.8159999999999896,-1.499999999999996,0,0,0,1,0
17,CA-2014-105893,2014-11-11,2014-11-18,Standard Class,PK-19075,Pete Kriz,Consumer,53711,United States,Madison,Wisconsin,Central,43.78444,-88.787868,Kelly Williams,OFF-ST-10004186,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Storage,Office Supplies,Not,665.88,6.0,0.0,13.3176,652.5624,108.7604,110.98,7,7.0,1,13.31759999999997,0.019999999999999955,0,1,0,0,0
18,CA-2014-167164,2014-05-13,2014-05-15,Second Class,AG-10270,Alejandro Grove,Consumer,84084,United States,West Jordan,Utah,West,39.32098,-111.093731,Anna Andreadi,OFF-ST-10000107,Fellowes Super Stor/Drawer,Storage,Office Supplies,Not,55.5,2.0,0.0,9.99,45.51,22.755,27.75,2,7.0,1,9.990000000000002,0.18000000000000005,0,0,0,0,0
19,CA-2014-143336,2014-08-27,2014-08-27,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,94109,United States,San Francisco,California,West,36.778261,-119.417932,Anna Andreadi,OFF-AR-10003056,Newell 341,Art,Office Supplies,Yes,8.56,2.0,0.0,2.4824,6.0776,3.0388,4.28,0,7.0,1,2.4824,0.29,1,0,0,0,0
20,CA-2014-143336,2014-08-27,2014-08-27,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,94109,United States,San Francisco,California,West,36.778261,-119.417932,Anna Andreadi,TEC-PH-10001949,Cisco SPA 501G IP Phone,Phones,Technology,Yes,213.48,3.0,0.2,16.011,197.469,65.823,71.16,0,7.0,1,16.010999999999996,0.07499999999999998,1,0,0,0,0
21,CA-2014-143336,2014-08-27,2014-08-27,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,94109,United States,San Francisco,California,West,36.778261,-119.417932,Anna Andreadi,OFF-BI-10002215,"Wilson Jones Hanging View Binder, White, 1""",Binders,Office Supplies,Yes,22.72,4.0,0.2,7.384,15.3359999999999,3.83399999999999,5.68,0,7.0,1,7.384000000000098,0.32500000000000434,1,0,0,0,0
22,CA-2016-137330,2016-09-12,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,68025,United States,Fremont,Nebraska,Central,41.492537,-99.901813,Kelly Williams,OFF-AR-10000246,Newell 318,Art,Office Supplies,Not,19.46,7.0,0.0,5.0596,14.4004,2.0572,2.78,92,7.0,0,5.059600000000001,0.26000000000000006,0,0,0,0,0
23,CA-2016-137330,2016-09-12,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,68025,United States,Fremont,Nebraska,Central,41.492537,-99.901813,Kelly Williams,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",Appliances,Office Supplies,Not,60.34,7.0,0.0,15.6884,44.6516,6.3788,8.62,92,7.0,0,15.688400000000001,0.26,0,0,0,0,0
24,US-2017-156909,2017-07-16,2017-07-18,Second Class,SF-20065,Sandra Flanagan,Consumer,19140,United States,Philadelphia,Pennsylvania,East,41.203322,-77.194525,Chuck Magee,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Chairs,Furniture,Not,71.372,2.0,0.3,-1.0196,72.3916,36.1958,35.686,2,7.0,1,-1.019599999999997,-0.014285714285714244,0,0,0,0,0
25,CA-2015-106320,2015-09-25,2015-09-30,Standard Class,EB-13870,Emily Burns,Consumer,84057,United States,Orem,Utah,West,39.32098,-111.093731,Anna Andreadi,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Tables,Furniture,Not,1044.63,3.0,0.0,240.2649,804.3651,268.1217,348.21,5,7.0,1,240.26490000000013,0.2300000000000001,0,1,0,0,0
26,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,90049,United States,Los Angeles,California,West,36.778261,-119.417932,Anna Andreadi,OFF-BI-10001634,Wilson Jones Active Use Binders,Binders,Office Supplies,Not,11.648,2.0,0.2,4.2224,7.42559999999999,3.71279999999999,5.824,4,7.0,1,4.222400000000009,0.3625000000000008,0,0,0,0,0
27,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,90049,United States,Los Angeles,California,West,36.778261,-119.417932,Anna Andreadi,TEC-AC-10003027,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Accessories,Technology,Not,90.57,3.0,0.0,11.7741,78.7958999999999,26.2652999999999,30.1899999999999,4,7.0,1,11.77410000000009,0.130000000000001,0,0,0,0,0
28,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,19140,United States,Philadelphia,Pennsylvania,East,41.203322,-77.194525,Chuck Magee,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,Furniture,Not,3083.43,7.0,0.5,-1665.0522,4748.4822,678.3546,440.489999999999,4,7.0,1,-1665.0522000000005,-0.5400000000000003,0,1,0,1,0
29,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,19140,United States,Philadelphia,Pennsylvania,East,41.203322,-77.194525,Chuck Magee,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,Binders,Office Supplies,Not,9.618,2.0,0.7,-7.0532,16.6712,8.3356,4.809,4,7.0,1,-7.053199999999999,-0.7333333333333332,0,0,0,1,0
30,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,19140,United States,Philadelphia,Pennsylvania,East,41.203322,-77.194525,Chuck Magee,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furnishings,Furniture,Not,124.2,3.0,0.2,15.525,108.675,36.225,41.4,4,7.0,1,15.525000000000006,0.12500000000000006,0,0,0,0,0
31,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,19140,United States,Philadelphia,Pennsylvania,East,41.203322,-77.194525,Chuck Magee,OFF-EN-10001509,Poly String Tie Envelopes,Envelopes,Office Supplies,Not,3.264,2.0,0.2,1.1016,2.1624,1.0812,1.632,4,7.0,1,1.1016,0.3375,0,0,0,0,0
32,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,19140,United States,Philadelphia,Pennsylvania,East,41.203322,-77.194525,Chuck Magee,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Art,Office Supplies,Not,86.304,6.0,0.2,9.7092,76.5948,12.7658,14.384,4,7.0,1,9.709199999999996,0.11249999999999995,0,0,0,0,0
33,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,19140,United States,Philadelphia,Pennsylvania,East,41.203322,-77.194525,Chuck Magee,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Binders,Office Supplies,Not,6.858,6.0,0.7,-5.715,12.573,2.0955,1.143,4,7.0,1,-5.715000000000001,-0.8333333333333335,0,0,0,1,0
34,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,19140,United States,Philadelphia,Pennsylvania,East,41.203322,-77.194525,Chuck Magee,OFF-AR-10001683,Lumber Crayons,Art,Office Supplies,Not,15.76,2.0,0.2,3.546,12.214,6.107,7.88,4,7.0,1,3.5459999999999994,0.22499999999999995,0,0,0,0,0
35,CA-2017-107727,2017-10-19,2017-10-23,Second Class,MA-17560,Matt Abelman,Home Office,77095,United States,Houston,Texas,Central,31.968599,-99.901813,Kelly Williams,OFF-PA-10000249,Easy-staple paper,Paper,Office Supplies,Not,29.472,3.0,0.2,9.9468,19.5252,6.5084,9.824,4,7.0,1,9.9468,0.33749999999999997,0,0,0,0,0
36,CA-2016-117590,2016-08-12,2016-10-12,First Class,GH-14485,Gene Hale,Corporate,75080,United States,Richardson,Texas,Central,31.968599,-99.901813,Kelly Williams,TEC-PH-10004977,GE 30524EE4,Phones,Technology,Not,1097.544,7.0,0.2,123.4737,974.0703,139.1529,156.792,61,7.0,0,123.47370000000012,0.1125000000000001,0,1,0,0,0
37,CA-2016-117590,2016-08-12,2016-10-12,First Class,GH-14485,Gene Hale,Corporate,75080,United States,Richardson,Texas,Central,31.968599,-99.901813,Kelly Williams,FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furnishings,Furniture,Not,190.92,5.0,0.6,-147.963,338.883,67.7766,38.184,61,7.0,0,-147.963,-0.775,0,0,0,1,0
38,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,77041,United States,Houston,Texas,Central,31.968599,-99.901813,Kelly Williams,OFF-EN-10002986,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,Office Supplies,Not,113.328,9.0,0.2,35.415,77.913,8.657,12.592,4,7.0,1,35.415000000000006,0.31250000000000006,0,0,0,0,0
39,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,77041,United States,Houston,Texas,Central,31.968599,-99.901813,Kelly Williams,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Bookcases,Furniture,Not,532.3992,3.0,0.32,-46.9764,579.3756,193.125199999999,177.4664,4,7.0,1,-46.97640000000001,-0.08823529411764709,0,1,0,0,0
40,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,77041,United States,Houston,Texas,Central,31.968599,-99.901813,Kelly Williams,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Chairs,Furniture,Not,212.058,3.0,0.3,-15.147,227.204999999999,75.735,70.6859999999999,4,7.0,1,-15.146999999998997,-0.0714285714285667,0,0,0,0,0
41,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,77041,United States,Houston,Texas,Central,31.968599,-99.901813,Kelly Williams,TEC-PH-10000486,Plantronics HL10 Handset Lifter,Phones,Technology,Not,371.168,4.0,0.2,41.7564,329.4116,82.3529,92.792,4,7.0,1,41.756399999999985,0.11249999999999996,0,0,0,0,0
42,CA-2017-120999,2017-10-09,2017-10-09,Standard Class,LC-16930,Linda Cazamias,Corporate,60540,United States,Naperville,Illinois,Central,40.633125,-89.398528,Kelly Williams,TEC-PH-10004093,Panasonic Kx-TS550,Phones,Technology,Not,147.168,4.0,0.2,16.5564,130.6116,32.6529,36.792,0,7.0,1,16.556399999999996,0.11249999999999998,0,0,0,0,0
43,CA-2016-101343,2016-07-17,2016-07-22,Standard Class,RA-19885,Ruben Ausman,Corporate,90049,United States,Los Angeles,California,West,36.778261,-119.417932,Anna Andreadi,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",Storage,Office Supplies,Not,77.88,2.0,0.0,3.894,73.9859999999999,36.9929999999999,38.94,5,7.0,1,3.8940000000000907,0.05000000000000117,0,0,0,0,0
44,CA-2017-139619,2017-09-19,2017-09-23,Standard Class,ES-14080,Erin Smith,Corporate,32935,United States,Melbourne,Florida,South,27.664827,-81.515754,Cassandra Brandow,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Storage,Office Supplies,Not,95.616,2.0,0.2,9.5616,86.0544,43.0272,47.808,4,7.0,1,9.561599999999999,0.09999999999999999,0,0,0,0,0
45,CA-2016-118255,2016-11-03,2016-11-03,First Class,ON-18715,Odella Nelson,Corporate,55122,United States,Eagan,Minnesota,Central,46.729553,-94.6859,Kelly Williams,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Accessories,Technology,Not,45.98,2.0,0.0,19.7714,26.2085999999999,13.1042999999999,22.99,0,7.0,1,19.771400000000096,0.4300000000000021,0,0,0,0,0
46,CA-2016-118255,2016-11-03,2016-11-03,First Class,ON-18715,Odella Nelson,Corporate,55122,United States,Eagan,Minnesota,Central,46.729553,-94.6859,Kelly Williams,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Binders,Office Supplies,Not,17.46,2.0,0.0,8.2062,9.2538,4.6269,8.73,0,7.0,1,8.2062,0.47000000000000003,0,0,0,0,0
47,CA-2014-146703,2014-10-20,2014-10-25,Second Class,PO-18865,Patrick O'Donnell,Consumer,48185,United States,Westland,Michigan,Central,44.314844,-85.602364,Kelly Williams,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Storage,Office Supplies,Not,211.96,4.0,0.0,8.4784,203.4816,50.8704,52.99,5,7.0,1,8.478400000000022,0.040000000000000105,0,0,0,0,0
48,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,19901,United States,Dover,Delaware,East,38.910832,-75.52767,Chuck Magee,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Accessories,Technology,Not,45.0,3.0,0.0,4.95,40.05,13.35,15.0,5,7.0,1,4.950000000000003,0.11000000000000007,0,0,0,0,0
49,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,19901,United States,Dover,Delaware,East,38.910832,-75.52767,Chuck Magee,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Phones,Technology,Not,21.8,2.0,0.0,6.104,15.696,7.848,10.9,5,7.0,1,6.104000000000001,0.28,0,0,0,0,0
50,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,47150,United States,New Albany,Indiana,Central,40.551217,-85.602364,Kelly Williams,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Binders,Office Supplies,Not,38.22,6.0,0.0,17.9634,20.2566,3.37609999999999,6.37,4,7.0,1,17.9634,0.47000000000000003,0,0,0,0,0
51,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,47150,United States,New Albany,Indiana,Central,40.551217,-85.602364,Kelly Williams,OFF-LA-10002762,Avery 485,Labels,Office Supplies,Not,75.18,6.0,0.0,35.3346,39.8454,6.6409,12.53,4,7.0,1,35.33460000000001,0.4700000000000001,0,0,0,0,0
52,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,47150,United States,New Albany,Indiana,Central,40.551217,-85.602364,Kelly Williams,FUR-FU-10001706,Longer-Life Soft White Bulbs,Furnishings,Furniture,Not,6.16,2.0,0.0,2.9568,3.2032,1.6016,3.08,4,7.0,1,2.9568000000000003,0.48000000000000004,0,0,0,0,0
53,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,47150,United States,New Albany,Indiana,Central,40.551217,-85.602364,Kelly Williams,FUR-CH-10003061,"Global Leather Task Chair, Black",Chairs,Furniture,Not,89.99,1.0,0.0,17.0981,72.8918999999999,72.8918999999999,89.99,4,7.0,1,17.0981000000001,0.19000000000000114,0,0,0,0,0
54,CA-2016-105816,2016-11-12,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,10024,United States,New York City,New York,East,43.299428,-74.217933,Chuck Magee,OFF-FA-10000304,Advantus Push Pins,Fasteners,Office Supplies,Not,15.26,7.0,0.0,6.2566,9.0034,1.28619999999999,2.18,35,7.0,0,6.256600000000001,0.41000000000000003,0,0,0,0,0
55,CA-2016-105816,2016-11-12,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,10024,United States,New York City,New York,East,43.299428,-74.217933,Chuck Magee,TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,Phones,Technology,Not,1029.95,5.0,0.0,298.6855,731.2645,146.2529,205.99,35,7.0,0,298.68550000000005,0.29000000000000004,0,1,0,0,0
56,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,12180,United States,Troy,New York,East,43.299428,-74.217933,Chuck Magee,OFF-ST-10000604,Home/Office Personal File Carts,Storage,Office Supplies,Yes,208.56,6.0,0.0,52.14,156.42,26.07,34.76,1,7.0,1,52.140000000000015,0.25000000000000006,1,0,0,0,0
57,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,12180,United States,Troy,New York,East,43.299428,-74.217933,Chuck Magee,OFF-PA-10001569,Xerox 232,Paper,Office Supplies,Yes,32.4,5.0,0.0,15.552,16.848,3.36959999999999,6.47999999999999,1,7.0,1,15.552,0.48,1,0,0,0,0
58,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,12180,United States,Troy,New York,East,43.299428,-74.217933,Chuck Magee,FUR-CH-10003968,Novimex Turbo Task Chair,Chairs,Furniture,Yes,319.41,5.0,0.1,7.098,312.312,62.4624,63.882,1,7.0,1,7.098000000000013,0.02222222222222226,1,0,0,0,0
59,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,12180,United States,Troy,New York,East,43.299428,-74.217933,Chuck Magee,OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",Paper,Office Supplies,Yes,14.56,2.0,0.0,6.9888,7.5712,3.7856,7.28,1,7.0,1,6.9888,0.48,1,0,0,0,0
60,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,12180,United States,Troy,New York,East,43.299428,-74.217933,Chuck Magee,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Accessories,Technology,Yes,30.0,2.0,0.0,3.3,26.7,13.35,15.0,1,7.0,1,3.3000000000000007,0.11000000000000003,1,0,0,0,0
61,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,12180,United States,Troy,New York,East,43.299428,-74.217933,Chuck Magee,OFF-BI-10001460,Plastic Binding Combs,Binders,Office Supplies,Yes,48.48,4.0,0.2,16.362,32.1179999999999,8.02949999999999,12.12,1,7.0,1,16.362000000000094,0.33750000000000197,1,0,0,0,0
62,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,12180,United States,Troy,New York,East,43.299428,-74.217933,Chuck Magee,OFF-AR-10001868,Prang Dustless Chalk Sticks,Art,Office Supplies,Yes,1.68,1.0,0.0,0.84,0.84,0.84,1.68,1,7.0,1,0.84,0.5,1,0,0,0,0
63,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,90004,United States,Los Angeles,California,West,36.778261,-119.417932,Anna Andreadi,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Accessories,Technology,Not,13.98,2.0,0.0,6.1512,7.8288,3.9144,6.99,6,7.0,1,6.1512,0.44,0,0,0,0,0
64,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,90004,United States,Los Angeles,California,West,36.778261,-119.417932,Anna Andreadi,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Binders,Office Supplies,Not,25.824,6.0,0.2,9.3612,16.4628,2.7438,4.304,6,7.0,1,9.3612,0.3625,0,0,0,0,0
65,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,90004,United States,Los Angeles,California,West,36.778261,-119.417932,Anna Andreadi,OFF-PA-10003892,Xerox 1943,Paper,Office Supplies,Not,146.73,3.0,0.0,68.9631,77.7668999999999,25.9222999999999,48.91,6,7.0,1,68.9631000000001,0.4700000000000007,0,0,0,0,0
66,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,90004,United States,Los Angeles,California,West,36.778261,-119.417932,Anna Andreadi,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,Furnishings,Furniture,Not,79.76,4.0,0.0,22.3328,57.4272,14.3568,19.94,6,7.0,1,22.332800000000006,0.2800000000000001,0,0,0,0,0
67,US-2015-164175,2015-04-30,2015-05-05,Standard Class,PS-18970,Paul Stevenson,Home Office,60610,United States,Chicago,Illinois,Central,40.633125,-89.398528,Kelly Williams,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Chairs,Furniture,Not,213.115,5.0,0.3,-15.2225,228.3375,45.6675,42.623,5,7.0,1,-15.222499999999997,-0.07142857142857141,0,0,0,0,0
